"distribution_center_id","name","latitude","longitude","product_id","cost","category","product_name","retail_price","sku","distribution_center_id","order_item_id","order_id","user_id","product_id","created_at","shipped_at","delivered_at","returned_at","sale_price","order_item_id","order_id","user_id","product_id","created_at","shipped_at","delivered_at","returned_at","sale_price","order_id","user_id","status","gender","created_at","shipped_at","delivered_at","returned_at"
"","","","","","","","","","","","","","","","","","","","","VI13170","V6897","U142496","P016","2022-02-12","2022-02-13","","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI19117","V5417","U107852","P014","2020-03-02","2020-03-05","2020-03-14","2020-03-23","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI16495","V1299","U136924","P016","2023-05-16","","","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI10388","V1299","U143495","P016","2023-05-16","","","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI13264","V6013","U105080","P015","2022-09-28","","","","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI19005","V7307","U114349","P014","2023-03-14","2023-03-16","2023-03-23","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI16198","V8752","U114735","P016","2022-11-06","2022-11-08","2022-11-15","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI19362","V2577","U105017","P014","2022-03-11","","","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI10735","V2577","U98733","P016","2022-03-11","","","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI19935","V6921","U88586","P016","2022-06-20","2022-06-21","","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI16857","V5349","U97170","P014","2023-06-24","2023-06-25","2023-07-01","2023-07-21","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI19600","V7735","U119571","P014","2021-07-06","2021-07-08","2021-07-17","2021-07-24","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI18548","V3665","U92429","P013","2020-10-14","2020-10-16","2020-10-25","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI19899","V2806","U84006","P016","2023-01-02","","","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI10153","V8171","U114456","P016","2023-01-07","2023-01-08","2023-01-11","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI13257","V2477","U133338","P014","2022-06-15","2022-06-18","2022-06-26","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI11071","V7515","U121310","P014","2021-05-14","2021-05-17","","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI12180","V1353","U133254","P015","2023-05-26","2023-05-29","2023-06-05","","35","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI18320","V4889","U113929","P012","2023-03-30","2023-04-02","2023-04-07","","150","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI17346","V1976","U138421","P013","2020-12-19","2020-12-20","2020-12-30","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI18656","V6417","U106943","P016","2022-12-23","2022-12-26","","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI18200","V3354","U143110","P012","2021-02-08","2021-02-11","2021-02-15","2021-02-26","150","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI10405","V3019","U148887","P013","2022-04-01","2022-04-03","2022-04-04","2022-04-12","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI19727","V2177","U100975","P013","2023-04-07","","","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI13754","V2992","U104236","P016","2022-11-07","","","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI13794","V2771","U125807","P014","2022-06-09","","","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI12185","V1975","U136471","P014","2023-05-22","2023-05-25","2023-05-31","2023-06-23","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI18930","V2558","U131077","P014","2023-01-14","2023-01-16","","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI12047","V5263","U90127","P012","2022-11-04","","","","150","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI15540","V9000","U116797","P016","2023-04-24","2023-04-27","","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI11944","V8459","U139610","P016","2022-04-10","2022-04-12","","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI18516","V6689","U116044","P015","2023-05-18","2023-05-20","2023-05-22","2023-06-09","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI16986","V6689","U130940","P013","2023-05-18","2023-05-20","2023-05-22","2023-06-09","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI14962","V6689","U94275","P013","2023-05-18","2023-05-20","2023-05-22","2023-06-09","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI18552","V2796","U120362","P013","2023-04-26","2023-04-28","","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI16377","V4814","U105082","P016","2023-05-09","2023-05-12","","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI19206","V7971","U142889","P012","2023-01-28","2023-01-30","2023-02-03","2023-02-06","150","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI17112","V4073","U146874","P016","2021-07-02","","","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI16612","V5962","U127907","P013","2022-09-13","2022-09-15","2022-09-23","2022-10-10","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI14489","V1334","U111382","P013","2023-06-27","2023-06-28","2023-07-08","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI15164","V1607","U125613","P016","2020-08-12","2020-08-13","","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI12228","V6077","U118958","P014","2022-09-12","","","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI13157","V7108","U126305","P014","2020-09-30","2020-10-01","2020-10-03","2020-10-22","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI12590","V6892","U120168","P015","2022-10-27","","","","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI11068","V4859","U113522","P015","2021-04-13","2021-04-14","","","56","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI10143","V4859","U122580","P015","2021-04-13","2021-04-14","","","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI16309","V7867","U114212","P015","2023-05-12","2023-05-13","2023-05-15","","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI11582","V7867","U140119","P013","2023-05-12","2023-05-13","2023-05-15","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI19572","V7390","U119393","P014","2022-02-09","","","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI16555","V7576","U89304","P016","2022-11-29","2022-11-30","","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI15615","V3819","U106241","P012","2023-06-24","2023-06-27","2023-07-07","2023-07-12","150","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI13642","V3819","U123169","P015","2023-06-24","2023-06-27","2023-07-07","2023-07-12","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI14174","V2389","U98865","P016","2022-12-17","","","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI14168","V2951","U117677","P012","2022-05-22","","","","150","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI16659","V7112","U103019","P016","2023-06-20","2023-06-21","","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI12282","V6586","U82536","P016","2023-05-18","2023-05-20","2023-05-28","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI18521","V6486","U111771","P015","2022-07-02","","","","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI19054","V8937","U123993","P016","2021-03-04","2021-03-05","2021-03-10","2021-03-23","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI17686","V6493","U99117","P015","2023-06-28","2023-06-29","","","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI17047","V3272","U99823","P015","2021-01-01","2021-01-03","","","70","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI13413","V7560","U130319","P014","2022-07-06","2022-07-09","","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI15689","V3610","U110017","P013","2023-01-08","2023-01-09","2023-01-18","2023-02-04","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI19370","V2816","U119524","P012","2023-06-14","","","","150","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI18269","V7098","U93795","P014","2021-07-26","2021-07-28","2021-07-30","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI10368","V2862","U112208","P016","2023-01-20","","","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI14057","V8415","U129039","P013","2022-10-02","2022-10-04","","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI17329","V7751","U137692","P013","2022-10-08","2022-10-11","","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI15678","V3377","U133864","P012","2022-06-08","","","","150","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI10962","V1977","U109246","P016","2022-10-18","2022-10-19","2022-10-24","","180","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI19282","V4383","U112373","P014","2020-01-04","","","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI18515","V4818","U82432","P014","2021-04-10","","","","60","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI17156","V2848","U115487","P013","2022-08-24","2022-08-25","2022-09-03","","170","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","VI11245","V7506","U128213","P012","2023-04-04","","","","150","","","","","","","",""
